supplier_reference,price_ttc_amount,product_name
078750,12.42,Legrand - Mosaic prise haut-parleur 1 module blanc - 078750
101-44500,71.07,Niko - Bouton de sonnerie a encastree pour semaphor white - 101-44500
9 086 005 790,3.33,Conson - COUPLAGE BUS HORI 3CM 3 VERS 4P
078778,68.24,Legrand - Mosaic prise hdmi type a + 15CM cordon 1 module blanc - 078778
163762113,5.92,Duracell - PILE PLUS POWER AA 6+2 GRATUIT
346993,93.16,Bticino - Interface sfera pour 8 boutons poussoirs - 346993
1210A,120.86,Comelit - Kit de construction d'une alimentation 2 fils - 1210A
344692,48.17,Bticino - Support de table Av pour la classe 100 - 344692
369921,326.53,Bticino - Av audiokit line 2000 2DK 2 X class 100A16E - 369921
A01002195,255.46,Aiphone - Sonnette vidéo sans fil dect - WL11
369941,482.9,Bticino - Av audiokit linea 2000 4DK - 369941
366821,235,Bticino - Kit audio linea 2000 sprint L2 2 drukknoppen - 366821
364622,635,Bticino - Kit vidéo 2DK linea 2000+classe 100 V16B - 364622
550-00370,963.74,Niko - Dali 2 module adressable 2 canaux - 550-00370
K4652M2,74,Bticino - Contrôle de base 2 fonctions maintenant - K4652M2
410-00359,31.19,Niko - Antenne externe pour applications sans fil - 410-00359
510-81001,15.83,Niko - Plaque signalétique 2w vidéo - 510-81001
806SL-0370,84.82,Came - Sprint 2 canaux pour claviers IP54 12-24 VAC/DC - 806SL-0370
410-00099,106.94,Niko Home Control - Interface RF USB - 410-00099
510-21400,97.42,Niko - Contrôleur rail Din pour panneau d'entrée vidéo 2DR + alimentation - 510-21400
R200S-1,34.34,Pittway détecteur de fumée autonome pittway R200S-1 (ex XS100NEFR)
T6 ANT,26.16,Tempolec - Antenne 433 MHZ pour T6 - T6 ANT
101-51043,65.06,Niko Home Control control dimming 3X blanc - 101-51043
F.01U.026.295,40.44,Bosch Detecteur conventionnel optiquE - F.01U.026.295
161-51036,115.41,Niko Home Control - Bouton poussoir 6X bus moteur acier noir - 161-51036
552-72101,64.59,Niko - Interrupteur connecté 1V zigbee - 552-72101
F0115000022,1226.35,CDVI Kit atrium krypto avec lecteur - F0115000022
41RFU100,43.45,Comelit Detecteur optique fumee adresse av - 41RFU100
F0502000046,29.18,CDVI Gache emission str 10-24v cc - F0502000046
NT4351/12,19.37,Btcino Light tech sonnerie 12v 5va 80 db - NT4351/12
A01007981,1244.62,Aiphone Portier d'enc inox cam coul170 - A01007981
12202901004,53.06,Faac Emetteur 4 canaux macrc4 - 12202901004
12204730053,160.98,Faac Clavier a code backlite slave - clavier supplémentaire anti vandalisme - 12204730053
43252,53.57,Grothe Polo 100 carillon s. fils 120mtr 32mélodies 868mhz - 43252
094252,30.7,Legrand Kit carillon stand a piles blanc - 094252
43394,47.08,Grothe Mistral mk contacte magnetique - 43394
05-540-23,21.99,"Niko Contrôle d'accès - sonnette 12V~1A avec lampe, noir/blanc - 05-540-23"
646764,1171.72,Legrand Linkeo2 baie 19'' 42u 800x800m - 646764
12204730057,241.92,Faac clavier a code backlite 3 relais - 12204730057
MF003,19.79,GSV Detecteur de fumee optique bat - MF003
10-901,324.02,Niko Contrôle d'accès - clavier pour montage en saillie - 10-901
MTN6725-0101,428.24,Schneider Spacelog knx dali-gateway pro - MTN6725-0101
62013,9.26,Grothe Protact 420 al-ks - PROTACT 420 AL-KS
040687,179.78,Legrand Dispositif electromagnetique mural - 040687
6ED1055-1FB10-0BA2,140.17,Siemens Module d'extension dm16 2 - 6ED1055-1FB10-0BA2
643011,739.82,Legrand Centrale incendie salvena - 643011
6GK7177-1MA20-0AA0,144.61,Siemens Csm12/24 module compact  - 6GK7177-1MA20-0AA0
6ED1055-1MM00-0BA2,150.11,Siemens Module d'extension am2 aq - 6ED1055-1MM00-0BA2
6ED1055-1NB10-0BA2,140.17,Siemens Module d'extension dm16 2 - 6ED1055-1NB10-0BA2
43251,53.57,Grothe Polo 100w/w gong led 36 melod - 43251
43556,87.17,Grothe Croma 250sw carillion electron - 43556
6ED1055-1MD00-0BA2,126.93,Siemens Module d'extensionam 2 rt - 6ED1055-1MD00-0BA2
6ED1055-1CB10-0BA2,129.13,Siemens Module d'extension dm16 2 - 6ED1055-1CB10-0BA2
038054,61.19,Legrand Coffret reserve rouge a cles - 038054
6ED1052-2FB08-0BA2,135.76,"Siemens 230rceo, module logique - 6ED1052-2FB08-0BA2"
643071,51,Legrand Détecteur thermique  - 643071
6ED1055-1MB00-0BA2,86.09,Siemens Module d'extension dm8 12 - 6ED1055-1MB00-0BA2
414936,358.63,Legrand Ems cx3 mini configurateur lar - 414936
550-00250,120.67,Niko Compteur d'impulsions pour Niko Home Control - 550-00250
43564,75.71,Grothe Calima 200be kit carillon s - 43564
104969,680,Seculux Facila next k2271w kit vidéo i - 104969
1760/6,176.59,Urmet 2voice vog moniteur 5'' sans mains - 1760/6
041651,35.26,Legrand Carillon 2 tons 110-230v - 041651
43551,94.06,Grothe Mistral 350ws set sans fil 500 - 43551
6ED1055-4MH08-0BA1,186.53,Siemens Accessoires de montage - 6ED1055-4MH08-0BA1
6ED1052-1MD08-0BA2,165.56,"Siemens 12/24rce, module logique - 6ED1052-1MD08-0BA2"
6ED1052-2MD08-0BA2,132.45,"Siemens 12/24rceo, module logique - 6ED1052-2MD08-0BA2"
094254,30.7,Legrand Kit carillon stand plug blanc - 094254
033763,67.57,Legrand Lcs3 connecteur 6 pcs rj45 cat - 033763
TN002S,25.58,Hager Connecteur c6 stp + support - TN002S
6ED1052-1FB08-0BA2,169.97,"Siemens 230rce,module logique  - 6ED1052-1FB08-0BA2"
033154,13.16,Legrand Rj45 cat 6a stp keystone - 33154
44465,18.98,Grothe Carillon 465a  8v-12v 4va - GONG 465A
104167,101.38,"Seculux Telecody+, clavier a code sans fil - 104167"
NDB-PRO,287.41,Legrand Netatmo pro sonette smart - NDB-PRO
8EZ13TL,6.25,Energizer 8 piles pr48 250mah turn&lock - 8EZ13TL
MAXAABL8,6.41,Energizer max aa lr06 bl8 - MAXAABL8
12202901001,46.52,Faac Emetteur 1 canal macrc1 - 12202901001
364LB,0.83,Energizer 1 pile sr60/sr621 sw - 364LB
A01008701,556.73,Aiphone Kit parlophonie pour 3 appartement - A01008701
MCP4A-G000FF-13,44.9,Kac Bouton poussoir 2xno/nf vert+sec - MCP4A-G000FF-13
122-52033,92.7,"Niko Commande de moteur simple avec LED pour Niko Home Control, couleur anthracite coated - 122-52033"
3311/3A,73.2,Comelit Chassis porte module noir 3mod - 3311/3A
352303,24.27,Btcino Avt - module obturateur - 352303
351211,52.79,Btcino Avt - plaque frontale 351200 - 351211
121-51002,61.88,"Niko Bouton-poussoir double pour Niko Home Control, couleur sterling coated - 121-51002"
157-51004,80.42,"Niko Bouton-poussoir quadruple pour Niko Home Control, couleur champagne coated - 157-51004"
161-52202,92.7,"Niko Bouton-poussoir double avec LED et capteurs de confort pour Niko Home Control, couleur black coated - 161-52202"
157-51002,61.88,"Niko Bouton-poussoir double pour Niko Home Control, couleur champagne coated - 157-51002"
154-51001,74.57,"Niko Bouton-poussoir simple pour Niko Home Control, couleur white coated - 154-51001"
101-52033,84.64,"Niko Commande de moteur simple avec LED pour Niko Home Control, couleur white - 101-52033"
161-52201,92.7,"Niko Bouton-poussoir simple avec LED et capteurs de confort pour Niko Home Control, couleur black coated - 161-52201"
101-52202,84.64,"Niko Bouton-poussoir double avec LED et capteurs de confort pour Niko Home Control, couleur white - 101-52202"
101-51046,102.25,"Niko Commande de variateur double pour Niko Home Control, couleur white - 101-51046"
342921,205.82,Btcino Poste exterieur 2 fils - 342921
353203,39.93,Btcino Avt - plaque frontale 353200 - 353203
122-52202,92.7,"Niko Bouton-poussoir double avec LED et capteurs de confort pour Niko Home Control, couleur anthracite coated - 122-52202"
352201,34.18,Btcino Avt - plaque frontale 352200 - 352201
123-51002,61.88,"Niko Bouton-poussoir double pour Niko Home Control, couleur bronze coated - 123-51002"
154-51002,74.57,"Niko Bouton-poussoir double pour Niko Home Control, couleur white coated - 154-51002"
101-52201,84.64,"Niko Bouton-poussoir simple avec LED et capteurs de confort pour Niko Home Control, couleur white - 101-52201"
350531,71.31,Btcino Avt - protect. contre la pluie - 350531
122-52206,129.76,"Niko Bouton-poussoir sextuple avec LED et capteurs de confort pour Niko Home Control, couleur anthracite coated - 122-52206"
101-52206,121.9,"Niko Bouton-poussoir sextuple avec LED et capteurs de confort pour Niko Home Control, couleur white - 101-52206"
101-52204,102.24,"Niko Bouton-poussoir quadruple avec LED et capteurs de confort pour Niko Home Control, couleur white - 101-52204"
161-52204,110.1,"Niko Bouton-poussoir quadruple avec LED et capteurs de confort pour Niko Home Control, couleur black coated - 161-52204"
161-52206,129.76,"Niko Bouton-poussoir sextuple avec LED et capteurs de confort pour Niko Home Control, couleur black coated - 161-52206"
352011,26.15,Btcino Avt - plaque  frontale  352000 1 bouton - 352011
122-52201,92.7,"Niko Bouton-poussoir simple avec LED et capteurs de confort pour Niko Home Control, couleur anthracite coated - 122-52201"
353201,39.93,Btcino Avt - plaque frontale 353200 - 353201
121-51004,80.42,"Niko Bouton-poussoir quadruple pour Niko Home Control, couleur sterling coated - 121-51004"
100-55511,68.57,"Niko Set de finition pour détecteur de mouvement mural pour Niko Home Control, couleur cream - 100-55511"
122-52204,110.1,"Niko Bouton-poussoir quadruple avec LED et capteurs de confort pour Niko Home Control, couleur anthracite coated - 122-52204"
123-51004,80.42,"Niko Bouton-poussoir quadruple pour Niko Home Control, couleur bronze coated - 123-51004"
123-51001,61.88,"Niko Bouton-poussoir simple pour Niko Home Control, couleur bronze coated - 123-51001"
121-55511,80.42,"Niko Set de finition pour détecteur de mouvement mural pour Niko Home Control, couleur sterling coated - 121-55511"
HAWCIC2S,163.64,Honeywell Lyric c2 caméra connectée - HAWCIC2S
K4652M3,91.84,Bticino - Contrôle de base 3 fonctions - K4652M3
552-72201,92.95,Niko - Connected Dimmer Zigbee - 552-72201
821-131,118.94,Wago - Kit de cable domotique - 821-131
208900,785.7,Gira - Gira S1 Knx Din-Rail - 208900
552-72102,69.35,Niko - Connected Dual Switch Zigbee - 552-72102
6700116,140.64,Delta Dore - Tydom Home Gateway - 6700116
6ED1058-0BA08-0YA1,60.93,Logo - Soft Comfort V8 - 6Ed1058-0Ba08-0Ya1
6ED1055-1MA00-0BA2,99.99,"Logo - Module d'expansion Am2, Pu : Dc 12/2 - 6Ed1055-1Ma00-0Ba2"
F.01U.164.791,237.39,Bosch - Panneau incendie conventionnel 2 zones de detection - F.01U.164.791
F401,126.84,Bticino MyHome - Actionneur de volet roulant 2Din - F401
EP10426155,104.85,Esylux - Pd-C360I/8 Mini Knx - Ep10426155
F.01U.143.878,38.47,Bosch - Sirene Rouge Montee en Surface 32 Tonalites 112Db - F.01U.143.878
2708W/A,46.3,Comelit - Platine de rue avec 2 boutons pour Simplebus Audio Mi - 2708W/A
UT9200,74.8,Comelit - Module de poussee de sonnette Ultra - Ut9200
MAX9VBL1,3.41,Energizer - Max 9V - Max9Vbl1
2CR5,9.99,Energizer - 1 Batterie Lithium 6V 2Cr5 - 2Cr5
1/L522,14.5,Energizer - 1 Batterie Lithium 9V - 1/L522
2HR03EX800,7.29,Energizer - 2 Batteries Extreme Aaa 800Mah - 2Hr03Ex800
CR2032/4,3.24,Energizer - 4 Batteries Lithium 3V Cr2032 - Cr2032/4
CR1220,1.38,Energizer - 1 Batterie Lithium 3V Cr1220 - Cr1220
SB5-INT,10.82,Fire Angel - Detecteur de fumee optique 9V - Sb5-Int
F0513000056,36.33,Cdvi Benelux - Lock Labour Current Sdtr 10-24V - F0513000056
1023441,27.05,Corning - Connecteur Ock 6U8 E250U Rj45 Vol Cat6 (8) - 1023441
CR2016/2,1.73,Energizer - 2 Batteries Lithium 3V Cr2016 - Cr2016/2
E93/12,12.07,Energizer - 12 Piles C Industrielles - E93/12
SCB10-INT,39.85,Fire Angel - Detecteur de fumee et de charbon - Scb10-Int
5.00039E+12,1.37,Duracell - 2 Piles Watch Lr54 1.5V Large - 5000394052550
FA3820-EUX10,33.63,Fire Angel - Co Detector Fixed Battery 10J - Fa3820-Eux10
E9210,3.33,Energizer - 10 Piles Industrielles Aaa - E9210
4/L91,14.37,Energizer - 4 Piles Lithium Fr6 - 4/L91
KCA2061A,168.06,Comelit - Kit audio avec platine de rue Ciao - Kca2061A
SR-1009PD,85.13,Integratech - 12-36VDC sortie pwm - SR-1009PD
FG20721,24.37,Security - Batterie au plomb 7.2Ah 12V - Fg20721
F.01U.164.792,292.59,Bosch - Centrale incendie 4 Zones - F.01U.164.792
F0201000063,236.96,Cdvi Benelux - Digicode Dga Zamak 2 Relais - F0201000063
CR2430/2,3.71,Energizer - 2 Piles Lithium 3V Cr2430 - Cr2430/2
MAXPAABP20,12.65,Energizer - Max Plus Lr6 Aa Bp20 - Maxpaabp20
F0516000002,42.39,Cdvi Benelux - Z-Bracket Magnets 300/400/500 - F0516000002
F0201000047,189,Cdvi Benelux - Digicode Galeo 3 Relay Blueto - Galeo
6351400,60.5,Delta Dore - Récepteur pour l'allumage et l'extinction de l'éclairage - 6351400
44169,21.35,Grothe - Gong 169 W
F0526000002,110.55,Cdvi Benelux - Support magnetique 300 Kg 12/24Vdc - F0526000002
LP12070,18.08,Energizer - 1 Batterie au plomb 12V 7Ah - Lp12070
CR2450/2,3.84,Energizer - 2 piles Lithium 3V Cr2450 - Cr2450/2
E522/12,17.84,Energizer - 12 piles industrielles 9V - E522/12
MAXPAAABP20,12.65,Energizer - Max Plus Lr03 Aaa Bp - Maxpaaabp20
F0513000017,54.14,Cdvi Benelux - Plaque frontale Lock-On Symm.12Vdc - F0513000017
F.01U.215.139,3.12,Bosch - Bosch - Base standard pour caserne de pompiers - F.01U.215.139
Y3314637,43.07,M21-750-499
CR2032/2,2.13,Energizer - 2 Piles Lithium 3V Cr2032 - Cr2032/2
F0513000063,29.22,Cdvi Benelux - Serrure a encastrer 1 fois - F0513000063
EVW.HDMI-CABLE10,22.59,Security - Câble Hdmi haute vitesse 10M Z - EVW.HDMI-CABLE10
F0502000047,27.68,Cdvi Benelux - Serrure Power Sr 10-24V C - F0502000047
E9110,3.33,Energizer - 10 Piles Industrielles Aa - E9110
F.01U.164.793,366.2,Bosch - Caserne de Pompiers 8 Zones - F.01U.164.793
CR2025/2,1.73,Energizer - 2 piles Lithium 3V Cr2025 - Cr2025/2
A01007115,9.13,Aiphone - Boitier de montage en saillie 2Mod - A01007115
V16M0062E,5.39,"Omron - Microswitch Lever Fast6,3 - 103-1639"
92000,21.04,Luxomat - Télécommande RC - 92000
210007513-00,7.97,Siedle - Cle pour cadre de montage - 210007513-00
200035731-00,120.34,Siedle - Module bouton-poussoir 1Kn +Led Sm - 200035731-00
43175,66.26,Grothe - Gong Croma230 Blanc/Argent - Croma 230
304212,67.57,Bticino - Unite interieure Sprint avec memoire d'appel - 304212
342941,220.2,Bticino - Unite exterieure 4 boutons poussoirs en saillie kit 2 fils363841 - 342941
352045,66.37,Bticino - Plastron Pour 352000 4Dk Robur - 352045
8.71156E+12,96.22,Philips - Capteur LRM de base - 73138499
A01007722,276.92,Aiphone - Module clavier avec 2 relais/100 codes - A01007722
A01007732,171.6,Aiphone - Beh en saillie avec capuchon de pluie pour 1X2Mod - A01007732
DC315SP2L,74,Sonnette Honeywell sans fil - 6 mélodies 150M 84DB blanc avec éclairage - DC315SP2L
SPRS8EZS,98.62,Honeywell - Lecteur Rfid sans contact M/Sirene - Sprs8Ezs
ASD-10QR,44.1,Garvan - Detecteur de fumee optique sans fil 3V 10 ans - Asd10Qr
XW100-NEFRDE-A,56,Honeywell - Module sans fil X-Series - Xw100-Nefrde-A
033772,404.88,LCS panneau 1U 19INCH incl 24st RJ45 CAT5A ST
806SL-0170,100.73,Gates - Codeclavier sans fil a 433.92Mhz Selt1W4G - 806Sl-0170
210007449-00,769.86,Siedle - Smart Gateway Noir - 210007449-00
4793MB,139.6,Comelit - Facade noire pour platine de rue Quadra M - 4793Mb
310186,244.18,UPS KEOR SP VI 1000VA 6 X IEC USB HID
ELV-8870.1,27.51,Elvox - Interphone 4+N Blanc - Elv-8870.1
F.01U.026.291,18.7,Bosch - Detecteur thermique - Fcht320
321M,0.97,Energizer 1 pile sr65/sr616 sw - 321M
TG550A,105.95,Hager - Detect.Fum Intercon. Radio Pile 10Ans - Tg550A
2HR6EX2300,8.25,Energizer 2 piles extreme aa 2300mah - 2HR6EX2300
348260,34,Bticino Avt - 6 badges voor kit 369711 - 348260
310084,145.72,Legrand Ups keor multiplug line interactive monophasés vi - 310084
OVA51019E,55.04,"Ova Nicd batterij  6v / 1,5ah - OVA51019E"
310183,186.94,Legrand Ups keor sp vi 800va 4 x iec usb hid - 310183
353200,204.82,Btcino Avt - module lecteur de badge - 353200
350425,61.95,Btcino Avt - cadre - 350425
350213,87.47,Btcino Avt - cadre avec support - 350213
OVA51016E,28.48,"Ova Batterie nc 4,8v 1,5ah l - OVA51016E"
310189,285.78,Legrand Ups keor sp - vi - 1500va - 310189
310182,172.84,Legrand Ups keor sp - vi - 600va - 310182
350415,54.9,Btcino Avt - cadre - 350415
310180,152.2,Legrand Ups keor sp - vi - 600va - 310180
AIPT2003171,7.15,Aiphone - Jkdv Camera Cover - Aipt2003171
404038,153.54,Faac - Clavier sans fil Xkp W 868 Inox Faac - 404038
902CHA6A0,30.17,Vimpex - Avertisseur sonore rouge 24Vdc - 902Cha6A0
NOC-S-PRO,319.29,Netatmo camera exterieure avec sirene - NOC-S-PRO
12203305001,212.24,Faac - Clavier Antivandalisme Ip65 500 Cds - 12203305001
138023,50.82,Legrand - Commande manuelle montage en surface vert - 138023
12204770080,173.57,Faac - Clavier 4C 787010+12204730019 - 12204770080
R200S-1,29.99,Honeywell - Detecteur de fumee autonome - R200S-1
SW1-EUT,37.51,"Fire Angel - Detecteur de fumee optique 230V, 9V B - Sw1-Eut"
F0526000004,137.24,Cdvi Benelux - Porte magnetique 500 Kg 12/24Vdc - F0526000004
F0513000065,29.58,Cdvi Benelux - Symm Locking Plate Front Arbe - F0513000065
ER10018916,61.87,Esylux - Detecteur de fumee Protecteur K 230V - Er10018916
6351399,51,Delta Dore - Module émetteur multifonction - 6351399
9000/230,40.19,Urmet - Transformateur 18Va - 9000/230
041416,119.91,Legrand - Cloche industrielle 24V 24Ac - 041416
A01002076,82,Aiphone - Unite exterieure Da-1Ds Silver - A01002076
A01002067,81,Aiphone - Unite interieure Da-1Md - A01002067
D107,15.37,Honeywell - Gong Facet - D107
3477,77.84,Bticino - Interface de base My Home - 3477
SWC04T/122,137.24,Qbus - Interrupteur Thermo 4 boutons Anthracite - Swc04T/122
A01007714,18.75,Aiphone - Boitier d encastrement 4 modules - A01007714
334262,60.07,Bticino - Unite interieure Sprint Universal - 334262
A01007540,462.71,Aiphone - Noir Panneau encastre avec clavier - A01007540
INP02/SET10,527.1,Qbus - Set de 10 Inp02 (non emballe individuellement) - Inp02/Set10
DCP711,29.89,Honeywell - Bouton poussoir Rf rond blanc - Dcp711
D647,5.34,Honeywell - Bouton poussoir cloche Pear - D647
SEN 04 MLT/OUTB,176.59,Qbus - Bus Sensor For Temp/Light/Pir Ip55 Black - Sen 04 Mlt/Outb
